index,sm1,sm2,sm3,sm4,sm5
mkn*ul,4,0,4,0,0
mkn*ut,1,0,0,0,0
mknu,0,0,16,0,0
mkru,1,0,1,0,0
mku,0,0,19,0,0
ml*a,0,32,32,32,32
ml*at,32,0,0,0,0
ml6,19,19,19,19,19
mlmr*a,1,1,1,1,1
mm6,0,45,45,0,45
mm@,0,4,4,0,4
mm@f,0,8,8,0,8
mm@j,0,14,14,0,14
mm@m,0,3,3,0,3
mm@x,0,5,5,0,5
mmu,0,41,41,0,41
mmy,0,58,58,0,58
mn*a,9,40,40,15,32
mn*aS,6,0,0,0,6
mn*ad,23,0,0,23,0
mn*as,2,0,0,0,2
mn*ast,1,1,1,3,1
mn*o,617,628,628,631,617
mn*o7,11,0,0,0,11
mn*oj,41,41,41,41,41
mn*om,3,3,3,3,3
mn*u,2,2,2,2,2
mn*uT,1,1,1,1,1
mn*y,4,5,5,5,5
mn*ym,1,1,1,1,1
mn*yx,5,5,5,5,5
mn6,44,77,77,76,67
mn6s,0,0,0,10,10
mn@,180,403,403,391,397
mn@S,0,0,0,0,6
mn@ST,0,4,4,4,4
mn@j,2,47,47,47,47
mn@m,0,21,21,21,21
mn@t,0,5,5,17,5
mne,1,1,1,1,1
mnu,0,21,21,21,21
mny,2,75,75,75,75
mnyj,0,64,64,64,64
mnym,0,41,41,41,41
mnyx,3,65,65,65,65
mp*a,194,0,222,198,0
mp*ak,3,0,0,0,0
mp*akt,0,0,0,3,0
mp*an,21,0,0,21,0
mp*ar,4,0,0,0,0
mp*o,6,0,6,6,0
mp*ot,1,0,1,1,0
mp*u,5,0,5,5,0
mp*uN,2,0,2,2,0
mp*ur,1,0,1,1,0
mp6,80,0,83,80,0
mp6n,0,0,0,2,0
mp6s,0,0,0,1,0
mp@,10,0,50,22,0
mp@4,0,0,0,18,0
mp@f,0,0,3,3,0
mp@j,0,0,1,1,0
mp@m,0,0,2,2,0
mp@rt,0,0,4,14,0
mp@s,0,0,2,2,0
mp@x,0,0,1,1,0
mpL*a,14,0,14,0,0
mpL*ar,2,0,2,0,0
mpL*e,0,0,8,0,0
mpL*ek,8,0,0,0,0
mpL*ekt,2,0,2,0,0
mpL*i,2,0,2,0,0
mpLi,8,0,41,0,0
mpLiks,0,0,16,0,0
mpR*e,0,0,2,0,0
mpR*es,4,0,2,0,0
mpl6,1,0,1,0,0
mplu,5,0,5,0,0
mpr6,6,0,6,0,0
mpr@,5,0,5,0,0
mpt*o,10,0,10,0,0
mpt*om,1,0,1,0,0
mpt6,1,0,1,0,0
mpt@,2,0,2,0,0
mpu,0,0,12,4,0
mpuL,0,0,0,8,0
mpuLs,0,0,2,2,0
mpy,0,0,10,10,0
mr*a,19,45,45,17,45
mr*a4,26,0,0,26,0
mr*ak,4,4,4,3,4
mr*ot,1,1,1,1,1
mr*u,5,10,10,0,10
mr*ud,5,0,0,0,0
mr*ut,1,1,1,0,1
mr6,15,15,15,0,15
mr64,0,0,0,3,0
mr@,9,9,9,1,9
mr@4,0,0,0,1,0
mr@k,1,1,1,0,1
ms*al,1,0,1,1,0
ms6,22,0,22,22,0
ms@,0,0,1,1,0
msKi,0,0,8,0,0
msKij,1,0,3,0,0
msKim,0,0,3,0,0
msKix,0,0,7,0,0
msT*at,1,1,1,1,1
msT*i,4,4,4,4,4
msk@,4,0,22,25,0
msk@j,2,0,6,8,0
msk@m,0,0,3,3,0
msku,0,0,2,2,0
mstVi,8,0,31,0,0
mstv6,14,0,43,0,0
mstv@,3,0,16,0,0
mstv@m,4,0,7,0,0
mstv@x,1,0,1,0,0
mstvu,2,0,5,0,0
mt6,1,0,99,0,0
mu,2393,2230,2251,2350,2255
mu5,0,0,0,1,0
mu7,15,15,15,73,19
mu7s,0,0,0,0,58
muL,0,9,0,2,9
muLt,0,0,0,4,0
muN,0,0,0,1,0
mud,0,0,0,17,0
mul,7,4,4,7,7
mum,29,29,29,29,29
mun,0,12,0,0,12
mur,0,0,0,5,5
mus,1,1,1,1,7
mut,11,11,11,15,11
mv*a,16,0,25,0,0
mv*aj,12,0,3,0,0
mv*o,6,0,6,0,0
mv6,21,0,21,0,0
mv@,7,0,28,0,0
mv@l,0,0,7,0,0
mx*at,2,2,2,2,2
mx*of,1,1,1,1,1
mx*om,1,1,1,1,1
my,947,747,747,955,861
myT,3,3,3,3,3
myf,1,1,1,1,1
myj,217,217,217,217,217
mym,144,144,144,144,144
mys,0,0,0,18,1
myx,225,225,225,226,225
mz6,0,0,1,1,0
mzd6,1,1,1,1,1
n*a,2873,3419,3526,3915,3147
n*a4,1,1,1,1,1
n*a5,1,0,0,0,0
n*a7,76,76,76,76,76
n*aL,380,3,0,2,387
n*aR,2,2,2,2,2
n*aS,10,0,0,0,10
n*aT,25,25,25,25,25
n*ad,32,0,0,57,0
n*af,18,1,1,1,6
n*afs,0,0,0,0,3
n*aj,26,5,5,26,26
n*ajs,1,1,1,1,1
n*al,61,61,56,81,81
n*am,141,141,140,141,141
n*an,86,86,1,1,87
n*ans,2,2,2,2,2
n*ant,5,5,5,9,5
n*ap,0,0,0,1,0
n*ar,38,19,6,36,38
n*as,160,147,147,152,153
n*at,160,125,125,161,126
n*av,1,0,0,0,0
n*avz,0,0,0,1,0
n*ax,29,28,28,29,29
n*az,24,0,0,0,0
n*e,15,15,16,20,20
n*eL,1,2,1,1,1
n*em,1,1,1,1,1
n*et,1,0,0,1,0
n*o,1910,2224,2233,2446,2113
n*o4,60,34,34,63,44
n*o5,8,0,0,0,0
n*o7,38,7,7,9,36
n*oL,3,3,3,3,4
n*oLt,0,0,0,1,1
n*of,110,21,21,22,106
n*ofs,0,0,0,0,2
n*oj,183,182,182,426,229
n*ojs,1,1,1,1,1
n*ok,51,40,40,51,40
n*okL,3,3,3,3,3
n*om,38,29,29,121,37
n*on,3,3,1,1,3
n*or,40,9,2,40,40
n*orm,3,3,3,3,3
n*os,57,25,25,32,35
n*ot,5,2,2,10,2
n*ov,68,0,0,1,11
n*oz,7,0,0,5,7
n*u,401,638,662,982,826
n*u5,176,0,0,0,7
n*u7,3,1,1,1,3
n*u7t,6,6,6,6,6
n*uS,5,5,5,9,9
n*uT,48,48,48,130,79
n*ud,5,0,0,5,0
n*uf,43,8,8,32,15
n*uj,0,0,0,4,4
n*ul,73,73,49,252,165
n*un,6,6,6,6,6
n*ut,70,51,51,139,55
n*y,635,606,618,763,725
n*yN,12,12,0,0,12
n*yT,2,2,2,2,2
n*yl,1,1,1,1,1
n*ym,23,23,23,59,39
n*yv,1,0,0,0,0
n*yx,30,30,30,65,60
n2*a,55,0,55,0,0
n2*ax,4,0,4,0,0
n2*e,82,0,148,0,0
n2*eb,40,0,0,0,0
n2*ep,1,0,0,0,0
n2*ept,1,0,1,0,0
n2*er,16,0,0,0,0
n2*ern,1,0,1,0,0
n2*ert,11,0,11,0,0
n2*es,9,0,0,0,0
n2*o,4,0,7,0,0
n2*of,42,0,40,0,0
n2*oj,1,0,1,0,0
n2*om,5,0,5,0,0
n2*or,1,0,1,0,0
n2*ov,1,0,0,0,0
n2*u,44,0,117,0,0
n2*us,78,0,5,0,0
n2*y,13,0,16,0,0
n2*yp,1,0,0,0,0
n2*ys,2,0,0,0,0
n2@,13,0,113,0,0
n2@f,4,0,46,0,0
n2@m,1,0,41,0,0
n2@x,2,0,3,0,0
n2i,115,0,420,0,0
n2ij,0,0,20,0,0
n2ip,0,0,19,0,0
n2l*a,1,0,1,0,0
n2l@,1,0,1,0,0
n2pl6,4,0,4,0,0
n2u,0,0,5,0,0
n2y,53,0,97,0,0
n3i,5,0,159,0,0
n3ik,0,0,5,0,0
n3in,0,0,26,0,0
n4*a,97,0,116,0,0
n4*aL,1,0,0,0,0
n4*aS,1,0,0,0,0
n4*af,3,0,0,0,0
n4*aj,6,0,3,0,0
n4*al,9,0,1,0,0
n4*ar,4,0,1,0,0
n4*e,1,0,1,0,0
n4*i,9,0,9,0,0
n4*o,0,0,2,0,0
n4*on,2,0,0,0,0
n4*u,1,0,1,0,0
n46,0,0,1,0,0
n4i,3,0,10,0,0
n4it,0,0,1,0,0
n4u,0,0,3,0,0
n5*a,2,0,2,0,0
n5*e,1,0,2,0,0
n5*et,2,0,1,0,0
n5*ur,1,0,1,0,0
n5*ut,1,0,1,0,0
n5*y,3,0,3,0,0
n5*yr,3,0,3,0,0
n5@,0,0,16,0,0
n5y,18,0,18,0,0
n6,11645,7070,7145,10428,8328
n64,0,0,0,81,0
n65,0,0,0,2,0
n67,0,0,0,36,0
n6L,0,1,0,0,1
n6d,0,0,0,32,0
n6f,7,7,7,7,7
n6fs,0,0,0,0,15
n6j,2,0,0,97,95
n6k,0,0,0,6,0
n6n,0,34,0,34,34
n6p,0,0,0,10,0
n6r,0,40,0,91,111
n6s,0,0,0,61,266
n6t,0,0,0,2,0
n6v,0,0,0,4,0
n6z,0,0,0,2,5
n7*a,0,0,4,0,0
n7*af,4,0,0,0,0
n7*aft,1,0,1,0,0
n7*e,1,0,3,0,0
n7*ej,1,0,0,0,0
n7*et,1,0,0,0,0
n7@,0,0,2,0,0
n7Pi,0,0,1,0,0
n7T*u,1,0,1,0,0
n7i,0,0,1,0,0
n7l*a,1,0,1,0,0
n7t*a,4,0,4,0,0
n7t*ap,1,0,1,0,0
n7u,0,0,1,0,0
n@,10041,5002,5012,7985,5810
n@4,4,0,0,43,16
n@5,0,0,0,1,2
n@7,0,0,0,0,1
n@L,0,1,0,0,1
n@S,0,0,0,0,603
n@ST,682,158,158,441,329
n@T,3,3,3,3,3
n@d,0,0,0,90,0
n@f,298,291,291,296,295
n@fs,0,0,0,0,2
n@j,2320,582,582,1772,1264
n@k,147,139,139,139,139
n@l,2,2,2,2,2
n@m,1015,447,447,841,664
n@n,4,0,0,0,0
n@p,0,0,0,5,0
n@r,2,11,2,22,22
n@s,5,1,1,1,333
n@t,5,0,0,4,0
n@v,0,0,0,70,0
n@x,197,185,185,197,189
n@z,0,0,0,6,1
nD*e,1,0,69,28,0
nD*ej,3,0,0,3,0
nD*en,65,0,0,38,0
nD*ent,12,0,12,12,0
nD*i,39,0,64,48,0
nD*ij,13,0,0,13,0
nD*in,3,0,0,0,0
nD*ir,6,0,5,5,0
nD*is,5,0,0,0,0
nD*ist,1,0,1,1,0
nD*it,5,0,2,5,0
nF*e,6,0,17,0,0
nF*eg,9,0,0,0,0
nF*et,6,0,4,0,0
nFi,59,0,59,0,0
nG*e,0,0,3,0,0
nG*ent,2,0,2,2,0
nG*er,3,0,0,3,0
nG*i,1,0,2,2,0
nG*is,1,0,0,0,0
nGi,9,0,51,38,0
nGiL,0,0,0,13,0
nGiLs,0,0,1,1,0
nGil,0,0,5,5,0
nK*e,5,0,7,5,0
nK*et,3,0,1,3,0
nK*i,16,0,17,17,0
nK*is,1,0,0,0,0
nKi,15,0,319,319,0
nKij,0,0,14,14,0
nKim,0,0,5,5,0
nKix,0,0,4,4,0
nL*a,0,0,8,0,0
nL*aN,6,6,0,0,6
nL*an,2,2,0,0,0
nL*ans,0,0,0,0,2
nL*i,2,2,2,0,2
nN*et,1,1,1,1,1
nNi,0,190,193,0,190
nNij,0,21,21,0,21
nNik,0,19,19,0,19
nNim,0,19,19,0,19
nNin,0,3,0,0,3
nNink,0,1,1,0,1
nNis,0,4,4,0,4
nNix,0,16,16,0,16
nNu,0,4,4,0,4
nRi,3,3,3,0,3
nRix,2,2,2,0,2
nS*e,0,0,6,0,0
nS*er,6,0,0,0,0
nS*i,40,0,58,0,0
nS*is,2,0,1,0,0
nS*ist,1,0,1,0,0
nS*iv,17,0,0,0,0
nSTi,123,0,123,0,0
nT*a,4,0,6,4,0
nT*ab,2,0,0,0,0
nT*abR,7,0,7,9,0
nT*aj,1,0,1,1,0
nT*e,4,0,26,23,0
nT*ej,2,0,0,2,0
nT*ek,19,0,0,0,0
nT*ekst,6,0,6,6,0
nT*er,1,0,1,1,0
nT*ex,1,0,0,1,0
nT*i,116,0,165,130,0
nT*i4,23,0,0,23,0
nT*iL,4,0,0,0,0
nT*iT,1,0,1,1,0
nT*ij,6,0,0,6,0
nT*il,1,0,0,1,0
nT*im,11,0,0,0,0
nT*in,12,0,11,12,0
nT*ir,2,0,2,2,0
nT*iv,2,0,0,0,0
nT*ix,0,0,0,3,0
nT*iz,1,0,0,1,0
nT*o,2,0,3,2,0
nT*or,2,0,1,2,0
nT*u,5,0,8,5,0
nT*ur,4,0,1,4,0
nV*e,2,0,34,0,0
nV*en,2,0,0,0,0
nV*er,11,0,0,0,0
nV*ert,5,0,5,0,0
nV*es,19,0,0,0,0
nV*i,1,0,1,0,0
nVi,37,0,37,0,0
nX*i,1,0,1,0,0
nXi,0,0,1,0,0
nXiL,0,0,1,0,0
nZ*e,0,0,3,3,0
nZ*en,3,0,0,0,0
nZ*i,14,0,20,18,0
nZ*if,1,0,1,1,0
nZ*il,1,0,1,1,0
nZ*in,4,0,4,4,0
nZ*is,4,0,0,0,0
nZ*it,3,0,1,3,0
nb*a,2,2,2,2,2
nb*urk,3,0,3,0,0
nd*a,67,0,121,87,0
nd*a7,6,0,5,6,0
nd*aL,6,0,0,0,0
nd*aR,6,0,6,6,0
nd*al,11,0,11,11,0
nd*an,2,0,0,1,0
nd*ant,2,0,2,2,0
nd*ar,45,0,0,12,0
nd*art,4,0,4,24,0
nd*at,1,0,1,1,0
nd*o,12,0,12,12,0
nd*of,2,0,2,2,0
nd*oj,1,0,1,1,0
nd*om,1,0,1,1,0
nd*u,32,0,33,32,0
nd*uk,1,0,0,1,0
nd*y,3,0,3,3,0
nd2@,0,0,1,0,0
nd2@f,0,0,1,0,0
nd2y,0,0,3,0,0
nd6,47,0,96,96,0
nd@,24,0,68,68,0
nd@f,0,0,4,4,0
nd@j,0,0,16,16,0
nd@k,0,0,1,1,0
nd@m,0,0,3,3,0
nd@n,0,0,4,4,0
nd@x,0,0,7,7,0
ndG*e,2,0,2,0,0
ndGi,3,0,3,0,0
ndR*e,26,0,26,0,0
ndR*ej,27,0,27,0,0
ndR*u,2,0,2,0,0
ndRi,0,0,3,0,0
ndb*ol,1,0,1,0,0
nde,6,0,10,9,0
ndeks,0,0,4,4,0
nden,0,0,0,1,0
ndn@,0,0,6,0,0
ndn@j,0,0,4,0,0
ndnu,0,0,1,0,0
ndny,0,0,1,0,0
ndnyj,0,0,2,0,0
ndnym,0,0,1,0,0
ndnyx,0,0,3,0,0
ndr*o,4,0,4,4,0
ndr*om,1,0,1,1,0
ndr6,0,0,35,35,0
ndr6n,0,0,1,1,0
ndr@,0,0,8,8,0
ndr@m,0,0,6,6,0
ndru,0,0,3,3,0
ndry,0,0,2,2,0
ndu,21,0,78,78,0
ndum,0,0,1,1,0
ndv*a,0,0,1,0,0
ndv*ax,1,0,0,0,0
ndy,0,0,53,53,0
ndy7,0,0,1,1,0
ne,61,16,25,11,3
nej,0,0,0,6,6
nel,1,0,0,1,1
nen7nl,1,0,0,1,1
ner,0,9,0,8,9
nes,26,0,0,0,7
nf*a,3,0,12,0,0
nf*ar,10,0,1,0,0
nf*arkt,3,0,3,0,0
nf*u,3,0,3,0,0
nf*us,1,0,1,0,0
nf6,103,0,103,0,0
nf@,41,0,41,0,0
nfL*a,8,0,8,0,0
nfL*i,0,0,13,0,0
nfL*ik,13,0,0,0,0
nfL*ikt,11,0,11,0,0
nfLi,2,0,2,0,0
nfr6,3,0,3,0,0
nfr@,3,0,3,0,0
nfu,1,0,1,0,0
ng*a,1,0,7,1,0
ng*aL,1,0,0,1,0
ng*ar,5,0,0,3,0
ng*ard,0,0,0,2,0
ng*art,2,0,2,2,0
ng*o,2,0,5,2,0
ng*oL,2,0,0,2,0
ng*or,1,0,0,1,0
ng*u,1,1,6,1,1
ng*u7,5,0,0,5,0
ng2i,37,0,89,0,0
ng2ij,0,0,13,0,0
ng6,7,0,17,17,0
ng@,5,0,7,7,0
ng@f,3,0,6,6,0
ng@m,3,0,6,6,0
ngL*i,4,0,72,0,0
ngL*ij,68,0,0,0,0
ngL*o,3,0,3,0,0
ngLi,19,0,42,0,0
ngLij,0,0,1,0,0
ngLim,0,0,1,0,0
ngR*e,2,0,9,0,0
ngR*es,11,0,4,0,0
ngRi,6,0,6,0,0
ngV*i,0,0,6,0,0
ngV*iS,5,0,0,0,0
ngV*is,1,0,0,0,0
ngVi,6,0,6,0,0
ngl@,1,0,1,0,0
ngp*onk,1,0,1,0,0
ngr*a,8,0,24,0,0
ngr*ad,2,0,0,0,0
ngr*at,20,0,6,0,0
ngr6,0,0,1,0,0
ngr@,0,0,1,0,0
ngry,0,0,1,0,0
ngu,5,0,6,6,0
nj*e,0,0,8,0,8
nj*eg,8,0,0,0,0
nju,6,0,6,0,0
njun,0,0,0,0,6
nk*a,16,0,16,16,0
nk*o,2,0,2,2,0
nk*oLn,1,0,1,1,0
nk*of,12,0,12,12,0
nk*om,2,0,2,2,0
nk*u,2,0,2,2,0
nk6,14,0,207,207,0
nk@,10,0,66,65,0
nk@ST,0,0,1,1,0
nk@f,1,0,23,23,0
nk@j,4,0,51,51,0
nk@m,2,0,59,59,0
nk@r,0,0,0,1,0
nk@x,6,0,47,47,0
nkR*e,0,0,72,0,0
nkR*et,72,0,0,0,0
nkRi,4,0,4,0,0
nkSTir,0,0,1,0,0
nkT*i,1,0,1,0,0
nkTi,0,0,2,0,0
nkVi,3,0,3,0,0
nkl6,1,0,1,0,0
nkn*o,2,0,2,0,0
nkn*ot,1,0,1,0,0
nkr*o,2,0,4,2,0
nkr*ot,2,0,0,1,0
nkr*otst,0,0,0,1,0
nkr*otstf,1,0,1,1,0
nkru,1,0,1,1,0
nks@,0,0,1,0,0
nks@f,0,0,1,0,0
nkst*o,1,0,1,0,0
nkt*on,7,0,7,0,0
nkt*u,5,0,6,0,0
nkt*ur,1,0,0,0,0
nkt6,0,0,9,0,0
nkt@,0,0,1,0,0
nkt@f,0,0,10,0,0
nkt@m,0,0,6,0,0
nkt@x,0,0,5,0,0
nktPi,25,0,25,0,0
nktu,0,0,3,0,0
nkty,0,0,7,0,0
nku,73,0,211,195,0
nkur,0,0,0,16,0
nkurs,0,0,8,8,0
nl*o,1,1,1,1,1
nm@,1,0,0,1,1
nn*a,0,3,3,0,3
nn*u,1,1,1,1,1
nn6,0,510,510,0,510
nn6j,0,2,2,0,2
nn@,0,743,743,0,643
nn@4,0,0,0,0,1
nn@S,0,0,0,0,99
nn@ST,0,56,56,0,56
nn@f,0,3,3,0,3
nn@j,0,312,312,0,312
nn@m,0,118,118,0,118
nnu,0,151,151,0,150
nnu7,0,0,0,0,1
nny,0,468,468,0,468
nnyj,0,355,355,0,355
nnym,0,208,208,0,208
nnyx,0,354,354,0,354
npR*i,1,0,1,0,0
nr*a,115,137,137,116,116
nr*as,21,0,0,0,21
nr*ast,0,0,0,22,0
nr*av,1,0,0,0,0
nr*o,0,0,0,1,0
nr*ol,0,0,0,1,0
nr6,4,4,4,4,4
nr@,4,4,4,4,4
nr@f,1,1,1,1,1
nr@m,2,2,2,2,2
nr@x,1,1,1,1,1
nren,1,1,1,1,1
ns*a,13,0,22,13,0
ns*aL,1,0,0,1,0
ns*am,6,0,0,6,0
ns*ambL,3,0,3,3,0
ns*ar,2,0,0,2,0
ns*o,0,0,2,0,0
ns*or,2,0,0,2,0
ns*u,0,0,3,0,0
ns*uL,3,0,0,3,0
ns6,2,0,15,16,0
ns@,14,0,81,80,0
ns@f,0,0,21,21,0
ns@m,1,0,5,5,0
ns@t,0,0,0,1,0
ns@x,0,0,7,7,0
nsF*e,0,0,2,0,0
nsF*er,2,0,0,0,0
nsKi,8,0,109,0,0
nsKij,1,0,112,0,0
nsKim,1,0,52,0,0
nsKix,14,0,123,0,0
nsL*a,5,0,5,0,0
nsL*i,1,0,1,0,0
nsLi,1,0,1,0,0
nsM*i,0,0,2,0,0
nsM*is,2,0,0,0,0
nsP*e,0,0,24,0,0
nsP*eg,11,0,0,0,0
nsP*ek,13,0,0,0,0
nsP*ekt,1,0,1,0,0
nsPi,6,0,6,0,0
nsSi,1,0,1,0,0
nsT*i,1,0,9,0,0
nsT*in,8,0,0,0,0
nsT*inkt,1,0,1,0,0
nse,0,0,1,1,0
nsf6,19,0,19,0,0
nsk@,13,0,239,0,0
nsk@j,7,0,126,0,0
nsk@m,1,0,40,0,0
nskR*i,1,0,8,0,0
nskR*ib,4,0,0,0,0
nskR*it,3,0,0,0,0
nskRi,1,0,1,0,0
nsku,4,0,38,0,0
nsn*e,3,0,3,0,0
nsp6,5,0,5,0,0
nsp@,3,0,29,0,0
nsp@rt,0,0,4,0,0
nst*a,0,0,11,0,0
nst*an,11,0,0,0,0
nst6,17,0,17,0,0
nstR*i,38,0,38,0,0
nstRi,0,0,1,0,0
nstV*e,14,0,14,0,0
nstVi,2,0,191,0,0
nstVij,0,0,2,0,0
nstr*a,8,0,8,0,0
nstr*u,0,0,46,0,0
nstr*ug,38,0,0,0,0
nstr*uk,8,0,0,0,0
nstr6,4,0,5,0,0
nstr@,0,0,1,0,0
nstr@f,0,0,1,0,0
nstr@m,0,0,1,0,0
nstru,61,0,61,0,0
nstv*a,26,0,26,0,0
nstv*o,56,0,56,0,0
nstv*om,7,0,7,0,0
nstv*u,2,0,2,0,0
nstv6,29,0,152,0,0
nstv@,3,0,27,0,0
nstv@m,8,0,19,0,0
nstv@x,1,0,3,0,0
nstvu,2,0,13,0,0
nsu,30,0,33,6,0
nsuL,0,0,0,27,0
nsul,0,0,2,2,0
nsy,0,0,25,25,0
nt*a,89,0,213,164,0
nt*a5,9,0,0,0,0
nt*a7,2,0,2,2,0
nt*aL,56,0,0,0,0
nt*aN,2,0,0,0,0
nt*aR,3,0,3,3,0
nt*aS,6,0,0,0,0
nt*ak,31,0,0,25,0
nt*akt,7,0,7,13,0
nt*an,5,0,0,5,0
nt*ar,13,0,0,13,0
nt*as,2,0,0,0,0
nt*ast,2,0,2,2,0
nt*ax,1,0,1,1,0
nt*e,2,0,9,2,0
nt*ej,3,0,0,3,0
nt*en,6,0,2,6,0
nt*o,15,0,25,22,0
nt*of,7,0,0,0,0
nt*ol,1,0,1,1,0
nt*om,3,0,3,3,0
nt*on,9,0,7,9,0
nt*or,2,0,1,2,0
nt*u,4,0,6,4,0
nt*ur,2,0,0,2,0
nt*y,3,0,3,3,0
nt6,72,0,267,250,0
nt6f,0,0,7,7,0
nt6m,0,0,3,3,0
nt6rk,0,0,0,1,0
nt6s,0,0,0,16,0
nt6x,0,0,1,1,0
nt@,25,0,91,84,0
nt@4,0,0,0,5,0
nt@f,5,0,181,181,0
nt@g,0,0,0,1,0
nt@j,0,0,5,5,0
nt@k,0,0,6,6,0
nt@m,5,0,110,110,0
nt@v,0,0,0,1,0
nt@x,1,0,14,14,0
ntKi,0,0,6,0,0
ntLM*e,1,0,3,0,0
ntLM*en,4,0,2,0,0
ntLi,0,0,26,0,0
ntNi,0,0,5,0,0
ntNir,0,0,1,0,0
ntR*i,24,0,36,0,0
ntR*i4,1,0,0,0,0
ntR*is,10,0,0,0,0
ntR*ist,1,0,1,0,0
ntR*iz,1,0,0,0,0
ntR*izm,1,0,1,0,0
ntRi,7,0,41,0,0
nte,58,0,66,26,0
nten,0,0,0,7,0
nter,0,0,0,32,0
ntes,0,0,4,5,0
ntk6,0,0,13,0,0
ntk@j,0,0,2,0,0
ntku,0,0,1,0,0
ntn6,0,0,10,0,0
ntn@,0,0,32,0,0
ntn@ST,0,0,8,0,0
ntn@j,0,0,8,0,0
ntn@m,0,0,3,0,0
ntnu,0,0,5,0,0
ntny,2,0,20,0,0
ntnyj,0,0,4,0,0
ntnym,1,0,2,0,0
ntnyx,0,0,8,0,0
ntr*a,8,0,81,0,0
ntr*aL,52,0,0,0,0
ntr*ak,18,0,0,0,0
ntr*akt,8,0,8,0,0
ntr*as,3,0,0,0,0
ntr*ast,2,0,2,0,0
ntr*o,32,0,41,0,0
ntr*oL,35,0,26,0,0
ntr6,46,0,84,0,0
ntr@,9,0,10,0,0
ntr@f,0,0,3,0,0
ntr@m,0,0,9,0,0
ntrM*er,1,0,1,0,0
ntru,0,0,7,0,0
ntry,0,0,5,0,0
ntstVi,0,0,2,0,0
ntstv6,0,0,25,0,0
ntstv@,0,0,1,0,0
ntstv@m,0,0,3,0,0
ntstv@x,0,0,1,0,0
ntstvu,0,0,1,0,0
ntu,22,0,78,78,0
ntul,0,0,1,1,0
ntur,0,0,3,3,0
nty,3,0,183,183,0
nu,2014,1096,1128,1723,1309
nu5,0,0,0,0,89
nuS,4,3,3,3,3
nuT,102,34,34,87,36
nuf,37,25,25,34,27
nul,165,107,75,206,117
num,3,2,2,2,2
nus,8,8,8,8,9
nut,66,34,34,78,35
nux,3,0,0,2,2
nv*a,0,0,2,0,0
nv*aR,4,0,4,4,0
nv*ar,2,0,0,2,0
nv*oj,2,0,2,2,0
nv*u,0,0,3,0,0
nv*uL,3,0,0,3,0
nv6,50,0,50,50,0
nv@,4,0,4,4,0
nx*o,1,0,1,1,0
nx@x,0,0,1,1,0
nxr*o,0,0,6,0,0
nxr*on,6,0,0,0,0
nxr6,4,0,4,0,0
nxr@,9,0,9,0,0
ny,4778,2072,2072,3789,2941
ny7,0,0,0,0,14
nyj,2354,550,550,1750,1174
nym,1412,295,295,993,673
nyr,0,0,0,4,4
nyx,2355,523,523,1679,1114
nz*a,5,0,5,0,0
nz*e,2,0,2,0,0
nz*u,9,0,14,0,0
nz*ur,5,0,0,0,0
nz2*e,6,0,6,0,0
nz2@,2,0,2,0,0
nz6,0,0,1,0,0
nz@,3,0,9,0,0
nz@j,0,0,2,0,0
nzd*ap,1,1,1,1,1
nzu,0,0,1,0,0
nzy,0,0,1,0,0
p*a,852,1394,1401,1263,1327
p*a4,13,2,2,13,15
p*a5,3,0,0,3,3
p*a7,5,3,3,4,5
p*aL,108,72,0,13,105
p*aLm,2,2,2,2,2
p*aLs,0,0,0,0,3
p*aR,0,0,0,0,1
p*aS,4,0,0,0,4
p*aST,30,30,30,30,30
p*aT,54,54,54,54,57
p*ad,0,0,0,1,0
p*af,39,8,8,8,8
p*aj,9,4,4,9,9
p*al,101,101,79,102,105
p*alp,1,1,1,1,1
p*am,2,2,2,2,2
p*an,8,29,4,7,9
p*ans,0,0,0,0,38
p*ap,6,3,3,5,3
p*ar,159,131,5,62,163
p*ark,15,15,15,15,15
p*arks,1,1,1,1,1
p*art,1,1,1,1,1
p*as,166,10,10,16,32
p*ast,0,0,0,2,0
p*at,25,8,8,26,10
p*ax,19,1,0,18,1
p*az,10,0,0,0,10
p*e,3,3,3,3,3
p*o,1315,2011,2304,1464,1706
p*o4,67,0,0,43,40
p*o4f,1,1,1,1,1
p*o5,32,0,0,0,0
p*o7,1,0,0,11,1
p*oL,191,190,2,189,396
p*oLs,0,0,0,0,12
p*oLt,1,1,1,1,1
p*oT,0,0,0,0,9
p*od,36,0,0,36,0
p*ods,0,0,0,0,7
p*of,5,5,4,5,5
p*ofs,0,0,0,0,1
p*og,1,0,0,0,0
p*oj,21,14,10,26,26
p*ojnt,1,1,1,1,1
p*ok,1,1,1,1,1
p*ol,336,86,58,301,365
p*olk,3,3,3,3,3
p*oln,1,1,1,1,1
p*ols,2,2,2,3,2
p*om,184,2,1,1,2
p*on,39,39,0,39,6
p*onk,0,0,0,1,1
p*ons,0,0,0,0,33
p*op,2,0,0,2,0
p*or,158,141,97,127,175
p*or7,0,1,0,1,0
p*orT,1,1,1,1,1
p*ors,0,0,0,0,6
p*ort,11,11,11,11,11
p*os,14,2,2,207,14
p*ost,10,10,10,10,10
p*ot,212,192,191,239,223
p*ov,4,0,0,0,0
p*ox,4,4,4,4,4
p*oz,51,0,0,22,0
p*u,248,346,370,323,360
p*u4,2,1,1,2,2
p*u7,28,0,0,0,28
p*uL,5,5,3,5,5
