index,sm1,sm2,sm3,sm4,sm5
ksP*e,0,0,28,0,0
ksP*er,28,28,0,0,28
ksP*ert,3,3,3,0,3
ksP*i,3,3,3,0,3
ksP*ir,4,4,4,0,4
ksPi,44,35,44,0,35
ksPir,0,9,0,0,9
ksT*i,3,5,5,0,3
ksT*iL,4,2,2,0,4
kse,0,1,1,1,1
ksk*u,0,0,5,0,0
ksk*ur,5,5,0,0,5
ksk6,1,1,1,0,1
ksk@,3,6,4,0,7
ksk@j,0,2,2,0,2
ksk@m,0,1,1,0,1
ksku,4,0,5,0,0
kskur,0,5,0,0,5
kskurs,0,1,1,0,1
ksn@,1,1,1,1,1
ksn@ST,1,1,1,1,1
ksn@j,2,2,2,2,2
ksnu,1,1,1,1,1
ksny,1,1,1,1,1
ksnyj,1,1,1,1,1
ksnyx,3,3,3,3,3
ksp*a,0,0,5,0,0
ksp*aN,5,5,0,0,5
ksp6,21,17,33,0,17
ksp6r,0,16,0,0,16
ksp6rt,0,4,4,0,4
ksp@,1,1,1,0,1
kspR*esmp,1,1,1,0,1
kspRi,1,1,1,0,1
ksplu,20,20,20,0,20
kspr@,2,2,2,0,2
kss*on,1,1,1,0,1
kst*a,83,83,83,83,83
kst*o,0,2,1,2,1
kst*of,1,0,0,0,1
kst*u,3,3,3,3,3
kst6,0,13,13,13,13
kst@,2,6,6,6,6
kst@f,0,10,10,10,10
kst@m,0,12,12,12,12
kst@x,0,6,6,6,6
kstRi,6,12,12,0,12
kstr*a,0,5,5,0,5
kstr*ak,5,0,0,0,0
kstr*akt,4,4,4,0,4
kstr*am,1,1,1,0,1
kstr6,5,6,6,0,6
kstr@,2,2,2,0,2
kstu,0,9,9,9,9
ksty,0,8,8,8,8
ksu,16,19,19,19,19
ksus,0,2,2,2,2
ksy,2,3,3,3,3
kt*a,56,56,57,0,56
kt*akL,13,13,13,0,13
kt*an,1,1,0,0,1
kt*ar,1,1,1,0,1
kt*at,1,1,1,0,1
kt*e,2,2,2,0,0
kt*ej,0,0,0,0,2
kt*ejL,2,2,2,0,2
kt*o,331,336,336,219,331
kt*of,5,0,0,0,5
kt*on,0,7,0,0,7
kt*or,1,1,1,0,1
kt*u,107,131,125,0,112
kt*ur,31,13,13,0,32
kt6,64,227,213,0,227
kt6r,0,2,2,0,2
kt@,2,161,168,0,157
kt@f,11,95,84,0,95
kt@m,7,55,48,0,55
kt@r,0,123,115,0,120
kt@rs,0,0,0,0,7
kt@x,5,16,11,0,16
ktNij,0,1,1,0,1
ktPi,0,25,0,0,25
ktR*i,64,71,71,0,64
ktR*i4,7,0,0,0,7
ktR*in,1,1,1,0,1
ktR*is,1,1,1,0,1
ktn6,0,5,5,0,5
ktn@,0,6,6,0,6
ktn@ST,0,1,1,0,1
ktn@j,0,4,4,0,4
ktnu,0,2,2,0,2
ktny,0,10,10,0,10
ktnyj,0,4,4,0,4
ktnym,0,1,1,0,1
ktnyx,0,3,3,0,3
ktr*a,0,5,5,0,0
ktr*aL,5,0,0,0,5
ktr*o,13,47,47,0,47
ktr*od,1,0,0,0,0
ktr*on,34,1,1,0,1
ktr6,15,17,17,0,13
ktr6s,0,0,0,0,4
ktr@,29,29,29,0,27
ktr@s,0,0,0,0,2
ktru,0,1,1,0,1
ktu,70,92,88,0,92
ktus,0,1,1,0,1
kty,7,107,100,0,107
ku,2579,1796,1528,2101,2520
kuL,0,181,0,164,193
kuR,0,11,0,0,0
kub,0,0,0,5,0
kud,0,0,0,11,0
kul,4,3,3,3,4
kum,5,5,5,5,5
kun,0,2,0,2,1
kun7,0,0,0,0,1
kup,4,2,2,11,2
kur,0,31,0,6,32
kurs,8,8,0,0,8
kus,8,6,6,8,80
kut,1,1,1,1,1
kuz,0,0,0,8,0
kv*a,13,75,87,63,70
kv*aL,37,0,0,0,37
kv*an,11,11,1,1,11
kv*ar,8,2,0,6,8
kv*as,1,0,0,0,1
kv*at,18,0,0,18,0
kv*ax,0,1,0,1,1
kv*o,2,2,2,2,2
kv*oS,0,0,0,0,4
kv*oj,0,0,0,0,6
kv*u,0,1,0,1,29
kv*u7,0,0,0,0,1
kv*y,0,0,0,0,41
kv6,167,34,168,167,37
kv6d,0,0,0,1,0
kv6r,0,134,0,0,135
kv6rt,0,0,0,1,0
kv@,39,41,46,46,44
kv@j,0,2,2,2,2
kv@m,0,2,2,2,2
kv@r,0,5,0,0,7
kvu,0,5,5,5,5
kvy,0,9,9,9,9
kx*o,1,1,1,1,1
l*a,1007,1166,1264,1373,1170
l*a2,4,0,0,4,4
l*a4,3,2,2,3,2
l*a5,1,0,0,0,0
l*a7,1,0,0,0,1
l*aN,10,10,0,9,10
l*aS,87,85,85,95,87
l*aT,12,12,12,13,12
l*ad,34,0,0,34,0
l*af,22,0,0,0,18
l*aj,28,21,21,28,28
l*ajn,1,1,1,1,1
l*ak,23,5,5,23,5
l*al,8,8,8,8,8
l*am,50,50,22,22,50
l*amp,1,1,1,1,1
l*an,67,60,0,30,52
l*and,0,0,0,3,0
l*ans,6,6,6,6,28
l*ant,4,4,4,34,4
l*ap,6,3,3,5,3
l*aps,1,1,1,1,1
l*as,42,3,3,3,43
l*ast,1,1,1,1,1
l*at,33,18,18,33,18
l*av,0,0,0,7,0
l*avr,1,1,1,1,1
l*ax,12,12,12,12,12
l*az,5,0,0,0,0
l*o,797,1131,1182,1151,1043
l*o2,1,0,0,1,0
l*o4,31,0,0,31,17
l*o5,40,0,0,0,0
l*o7,34,9,9,9,34
l*oN,1,1,0,0,1
l*oS,114,114,114,174,114
l*oT,4,3,3,4,3
l*ob,1,0,0,1,0
l*od,92,0,0,89,0
l*of,57,17,17,19,58
l*oft,1,1,1,1,1
l*oj,23,23,23,25,23
l*ok,63,45,45,64,45
l*ol,2,2,1,2,2
l*om,53,47,31,48,48
l*oms,0,0,0,0,1
l*on,57,46,18,33,46
l*ons,0,0,0,0,2
l*op,20,13,13,20,13
l*or,6,6,1,6,6
l*os,28,16,16,16,27
l*osk,1,1,1,1,1
l*ot,28,6,6,29,6
l*otS,1,1,1,1,1
l*ov,26,0,0,0,0
l*oz,1,0,0,0,0
l*u,208,529,532,215,527
l*u4,300,2,2,300,3
l*u7,2,0,0,0,2
l*uS,1,0,0,0,1
l*ub,1,0,0,1,0
l*uj,4,4,4,4,4
l*uk,4,4,4,4,4
l*un,13,3,2,12,3
l*unt,1,1,1,1,1
l*up,2,1,1,3,1
l*ur,2,2,0,2,2
l*urk,2,2,2,2,2
l*ut,8,0,0,8,0
l*y,101,159,161,121,167
l*y4,0,0,0,1,0
l*y5,9,0,0,0,0
l*y7,7,7,7,7,7
l*yN,2,3,2,2,2
l*yb,2,0,0,2,0
l*yk,0,0,0,1,0
l*ym,8,8,8,8,8
l*yn,5,1,0,4,1
l*yp,44,0,0,44,0
l*yx,10,10,10,10,10
l3*a,1,0,1,0,0
l3i,10,0,13,0,0
l3ij,0,0,2,0,0
l3u,0,0,1,0,0
l4*a,47,0,49,0,0
l4*aT,14,0,14,0,0
l4*af,6,0,5,0,0
l4*al,23,0,23,0,0
l4*an,1,0,0,0,0
l4*at,2,0,2,0,0
l4*i,5,0,5,0,0
l4*i7,2,0,2,0,0
l4*im,1,0,1,0,0
l4*it,9,0,9,0,0
l4*ok,5,0,5,0,0
l4*u,2,0,2,0,0
l46,0,0,20,0,0
l4K*i,2,0,2,0,0
l4i,15,0,20,0,0
l4ij,0,0,1,0,0
l4ji,0,0,4,0,0
l4k*a,2,0,2,0,0
l4k*of,2,0,2,0,0
l4k*om,4,0,4,0,0
l4n6,0,0,1,0,0
l4n@,0,0,1,0,0
l4nyj,0,0,2,0,0
l4nyx,0,0,2,0,0
l4ut,0,0,1,0,0
l5*a,85,0,95,87,0
l5*aT,11,0,11,11,0
l5*af,2,0,0,0,0
l5*aj,1,0,0,1,0
l5*al,17,0,16,17,0
l5*at,6,0,0,6,0
l5*e,23,0,23,23,0
l5*ot,1,1,1,1,1
l5*y,29,13,29,29,13
l5*yl,2,0,2,2,0
l5*yt,1,0,1,1,0
l5@,0,0,8,7,0
l5@n,0,0,89,89,0
l5@t,0,0,0,1,0
l5Ni,4,0,4,0,0
l5i,0,0,4,3,0
l5iT,0,0,9,9,0
l5il,0,0,6,7,0
l5im,0,0,2,2,0
l5it,0,0,1,1,0
l5n*a,68,0,68,0,0
l5n*o,61,0,61,0,0
l5n*y,88,0,88,0,0
l5n6,3,0,8,0,0
l5n@,0,0,23,0,0
l5n@ST,0,0,15,0,0
l5n@j,0,0,1,0,0
l5n@m,0,0,1,0,0
l5nu,0,0,1,0,0
l5ny,0,0,1,0,0
l5nym,0,0,1,0,0
l5u,0,0,1,1,0
l5y,2,1,2,2,1
l6,7415,7393,7415,7639,7395
l64,0,0,0,7,4
l65,0,0,0,0,2
l6R,0,6,0,6,6
l6d,0,0,0,9,0
l6k,0,0,0,14,0
l6m,0,3,0,0,3
l6n,0,13,0,8,13
l6p,0,0,0,1,0
l6r,0,0,0,3,3
l6s,0,0,0,17,24
l6t,0,0,0,28,0
l6v,0,0,0,3,0
l6x,0,0,0,1,0
l7*e,0,0,22,0,0
l7*eb,22,0,0,0,0
l7sk@,0,0,1,0,0
l7sk@j,0,0,1,0,0
l7y,2,0,2,0,0
l@,1466,1454,1466,1481,1402
l@4,12,12,12,55,36
l@N,0,3,0,0,1
l@S,2079,2079,2079,2083,2126
l@ST,24,24,24,26,24
l@T,183,183,183,183,183
l@b,0,0,0,8,0
l@d,0,0,0,20,0
l@f,105,105,105,107,110
l@j,113,113,113,146,119
l@k,76,76,76,78,76
l@l,68,74,68,74,74
l@m,257,257,257,316,258
l@n,15,18,15,18,18
l@p,2,2,2,2,2
l@r,4,4,4,5,5
l@s,47,47,47,50,53
l@t,18,18,18,27,18
l@v,0,0,0,3,0
l@x,77,77,77,77,77
lB*e,1,0,1,1,0
lB*iT,1,0,1,1,0
lBi,1,0,6,6,0
lBik,0,0,2,2,0
lD*e,7,0,7,0,0
lD*ef,1,0,1,0,0
lDi,2,0,2,0,0
lDiN,0,0,6,0,0
lF*e,0,0,6,0,0
lF*et,6,0,0,0,0
lG*i,7,0,7,0,0
lGi,0,0,31,0,0
lGij,0,0,7,0,0
lGim,0,0,3,0,0
lGix,0,0,6,0,0
lK*e,12,0,12,0,0
lK*i,12,0,13,0,0
lKi,3,0,202,0,0
lKij,0,0,8,0,0
lKim,0,0,8,0,0
lKix,0,0,14,0,0
lM*e,1,1,1,0,0
lM*i,0,2,2,0,0
lM*is,2,0,0,0,0
lMik,0,1,1,0,0
lN*a,74,81,83,76,0
lN*aT,20,20,20,20,0
lN*af,2,0,0,0,0
lN*al,6,6,4,6,0
lN*at,5,0,0,5,0
lN*e,172,174,174,172,0
lN*ej,3,1,1,3,0
lN*i,91,94,94,94,0
lN*iT,0,1,1,1,0
lN*is,4,1,1,1,0
lNi,18,106,109,63,0
lNi4,0,0,0,39,0
lNiT,6,18,18,18,0
lNif,1,2,2,2,0
lNij,0,2,2,2,0
lNil,6,15,12,15,0
lNin,1,3,3,3,0
lNit,2,3,3,7,0
lP*a,1,0,1,0,0
lP*e,8,0,8,0,0
lP*i,5,0,5,0,0
lS*a,15,0,77,0,0
lS*i,1,0,1,0,0
lSTi,0,0,2,0,0
lSi,446,0,1884,0,0
lT*e,12,0,16,0,0
lT*ef,4,0,0,0,0
lT*i,1,0,4,0,0
lT*ij,2,0,0,0,0
lT*in,1,0,0,0,0
lTi,2,0,15,0,0
lTir,0,0,4,0,0
lV*is,1,0,1,1,0
lVi,0,0,5,4,0
lViT,3,0,3,3,0
lVil,1,0,4,4,0
lVit,0,0,0,1,0
lX*i,3,0,3,0,0
lZ*ot,2,0,2,2,0
lb*a,8,4,19,10,4
lb*an,9,0,0,9,0
lb*as,3,0,1,1,0
lb*om,4,3,4,4,3
lb*u,7,6,7,7,6
lb*y,4,1,4,4,1
lb2*of,1,0,1,0,0
lb2*y,1,0,1,0,0
lb6,6,0,6,6,0
lb@,0,0,4,1,0
lb@4,0,0,0,3,0
lbLi,1,0,1,0,0
ld*a,20,0,36,0,0
ld*at,28,0,12,0,0
ld*o,3,0,3,0,0
ld*u,4,0,4,0,0
ld*uj,1,0,1,0,0
ld*un,1,0,1,0,0
ld*y,4,0,4,0,0
ld*yk,1,0,1,0,0
ld6,8,0,9,0,0
ldNi,0,0,1,0,0
ldu,5,0,6,0,0
le,2,1,2,0,0
lej,0,0,0,1,1
len,0,1,0,1,1
lf*a,1,0,1,0,0
lf6,2,0,2,0,0
lg*a,0,0,3,0,0
lg*aT,2,2,2,2,2
lg*al,1,1,1,1,1
lg*am,4,0,4,4,0
lg*ar,3,0,0,3,0
lg*ax,2,0,2,2,0
lg*o,7,0,7,7,0
lg*of,8,0,8,8,0
lg*u,1,1,1,1,1
lg6,33,0,139,133,0
lg6s,0,0,0,2,0
lg6v,0,0,0,4,0
lg@,1,0,17,17,0
lg@j,0,0,6,6,0
lg@m,0,0,4,4,0
lg@x,0,0,1,1,0
lgu,0,0,13,13,0
lk*a,39,0,44,0,0
lk*aT,2,0,2,0,0
lk*af,1,0,0,0,0
lk*al,3,0,3,0,0
lk*an,3,0,0,0,0
lk*at,1,0,0,0,0
lk*ax,4,0,4,0,0
lk*o,32,0,55,0,0
lk*oN,1,0,0,0,0
lk*of,6,0,6,0,0
lk*om,12,0,12,0,0
lk*on,1,0,1,0,0
lk*ov,22,0,0,0,0
lk*u,6,0,9,0,0
lk*u4,3,0,0,0,0
lk*uj,2,0,2,0,0
lk6,63,0,144,0,0
lk@,5,0,47,0,0
lk@T,0,0,1,0,0
lk@f,0,0,6,0,0
lk@j,0,0,33,0,0
lk@m,0,0,26,0,0
lk@x,1,0,13,0,0
lkL*iS,2,0,2,0,0
lkLi,0,0,3,0,0
lkN*o,1,0,1,0,0
lkN*ot,2,0,2,0,0
lkl6,0,0,3,0,0
lkn*u,14,0,30,0,0
lkn*uT,3,0,3,0,0
lkn*uf,5,0,1,0,0
lkn*ul,20,0,11,0,0
lkn*ut,3,0,0,0,0
lkn6,14,0,14,0,0
lknu,0,0,5,0,0
lknul,0,0,8,0,0
lknut,0,0,1,0,0
lku,3,0,92,0,0
lm*a,4,5,5,0,0
lm*am,3,3,3,0,0
lm*as,1,1,1,0,0
lm*ax,2,2,2,0,0
lm*az,1,0,0,0,0
lm*om,1,1,1,0,0
lm*u,1,1,1,0,0
lm*y,2,2,2,0,0
lmu,1,1,1,0,0
ln*a,18,19,19,0,0
ln*ax,0,1,1,0,0
ln*o,12,15,15,0,0
ln*o4,3,0,0,0,0
ln*oj,5,5,5,0,0
ln*u,24,28,28,0,0
ln*uj,4,0,0,0,0
ln*y,9,9,9,0,0
ln6,83,88,88,0,0
ln@,3,97,97,0,0
ln@4,0,4,4,0,0
ln@j,0,32,32,0,0
ln@m,0,14,14,0,0
lnu,0,15,15,0,0
lnux,0,2,2,0,0
lny,0,31,31,0,0
lnyj,0,28,28,0,0
lnym,0,11,11,0,0
lnyx,0,4,4,0,0
lp*a,6,0,6,0,0
lp*ax,1,0,1,0,0
lp*of,1,0,1,0,0
lp*oj,4,0,4,0,0
lp*u,4,0,4,0,0
lp*y,6,0,6,0,0
lp6,1,0,1,0,0
lp@,1,0,6,0,0
lp@x,0,0,1,0,0
lpR*e,2,0,2,0,0
lpR*et,1,0,1,0,0
lpl*o,3,0,3,0,0
lpy,0,0,5,0,0
lsT*e,1,0,3,0,0
lsT*eT,1,0,1,0,0
lsT*ef,1,0,0,0,0
lsT*en,1,0,0,0,0
lsT*i,2,0,4,0,0
lsT*in,2,0,0,0,0
lsT*it,1,0,1,0,0
lst*a,2,0,2,0,0
lst*o,4,0,6,0,0
lst*of,2,0,0,0,0
lst*oj,5,0,5,0,0
lst*u,0,0,2,0,0
lst*u7,2,0,0,0,0
lst6,2,0,3,0,0
lst@,0,0,11,0,0
lst@j,0,0,2,0,0
lstu,0,0,8,0,0
lstuk,0,0,6,0,0
lsty,0,0,8,0,0
lstyj,0,0,3,0,0
lstym,0,0,1,0,0
lstyx,0,0,3,0,0
lt*a,22,0,35,0,0
lt*aT,4,0,4,0,0
lt*af,1,0,0,0,0
lt*aj,9,0,0,0,0
lt*al,2,0,2,0,0
lt*am,1,0,1,0,0
lt*an,2,0,1,0,0
lt*at,2,0,0,0,0
lt*of,1,0,1,0,0
lt*ok,1,0,1,0,0
lt*on,1,0,1,0,0
lt*u,0,0,1,0,0
lt*u7,1,0,0,0,0
lt*un,1,0,1,0,0
lt*y,1,0,1,0,0
lt6,49,0,49,0,0
lt@,2,0,13,0,0
lt@j,0,0,6,0,0
lt@m,0,0,1,0,0
ltK*e,1,0,1,0,0
ltL*if,1,0,1,0,0
ltLi,3,0,3,0,0
ltu,0,0,3,0,0
lty,1,0,17,0,0
ltyj,0,0,5,0,0
ltym,0,0,3,0,0
ltyx,0,0,3,0,0
lu,963,958,963,911,933
lu4,0,0,0,27,1
lu7,0,0,0,0,6
luP,2,2,2,2,2
luT,0,0,0,1,0
lub,0,0,0,3,0
luj,34,34,34,57,35
lujs,0,0,0,0,22
lum,0,0,0,3,0
lup,0,0,0,2,0
lur,0,5,0,5,5
lus,1,1,1,3,2
lv*a,2,0,4,4,0
lv*an,4,0,2,2,0
lv6,2,0,2,2,0
lvn6,0,0,1,0,0
lvnyj,0,0,3,0,0
lx*o,6,0,12,7,0
lx*os,2,0,2,2,0
lx*oz,6,0,0,5,0
ly,527,527,527,525,526
ly4,1,1,1,1,1
ly7,0,0,0,2,11
lyb,0,0,0,24,0
lyj,118,118,118,133,118
lym,60,60,60,69,60
lyx,53,53,53,71,53
lz*a,15,0,16,0,0
lz*at,1,0,0,0,0
lz*u,4,0,4,0,0
lz*ut,1,0,1,0,0
lz@,0,0,4,0,0
lz@T,0,0,1,0,0
lz@l,0,0,1,0,0
lzL*i,8,0,8,0,0
lzNi,1,0,1,0,0
lzl*a,1,0,1,0,0
lzl*o,1,0,1,0,0
lzl6,1,0,1,0,0
lzn6,1,0,1,1,0
m*a,1895,2343,2679,2764,2423
m*a4,12,8,8,11,12
m*a5,16,0,0,0,0
m*a7,79,1,1,60,21
m*aL,138,62,0,62,220
m*aLs,0,0,0,0,4
m*aN,28,28,0,21,29
m*aR,0,10,0,0,0
m*aS,27,1,1,1,27
m*aST,1,1,1,1,1
m*aT,122,122,122,127,127
m*ad,21,0,0,21,0
m*af,10,1,1,1,1
m*ag,4,0,0,2,0
m*aj,19,9,9,19,14
m*ajkl,5,5,5,5,5
m*ajs,0,0,0,0,5
m*ak,23,7,6,7,7
m*aks,2,2,2,2,2
m*al,104,104,69,110,109
m*am,12,12,9,15,15
m*an,139,119,18,81,130
m*and,0,0,0,12,0
m*ans,0,0,0,0,14
m*ant,9,9,9,10,10
m*ar,107,100,3,49,111
m*ar7,4,4,4,4,4
m*ark,7,7,7,7,7
m*arks,4,4,4,4,4
m*ars,1,1,1,1,1
m*art,2,2,2,2,2
m*as,117,7,7,23,18
m*at,81,21,21,83,23
m*av,0,0,0,1,0
m*ax,16,16,16,20,18
m*e,20,20,20,20,20
m*o,834,1269,1401,1669,1235
m*o3,95,7,7,95,7
m*o4,30,26,26,30,28
m*o5,229,0,0,0,0
m*o7,1,0,0,1,7
m*oL,17,18,0,11,6
m*oLs,0,0,0,0,11
m*oR,0,4,0,0,0
m*oS,4,0,0,0,4
m*od,36,0,0,33,0
m*of,18,18,18,18,18
m*oj,179,167,167,189,180
m*ok,96,92,92,96,92
m*ol,77,64,31,60,77
m*ol4,0,0,0,2,0
m*olk,2,2,2,3,2
m*om,16,16,16,26,19
m*on,27,20,3,16,16
m*ons,0,0,0,0,5
m*onstr,2,2,2,2,2
m*ont,15,15,15,17,15
m*or,63,63,3,54,39
m*orf,0,0,0,6,0
m*ork,3,3,3,3,3
m*ors,0,0,0,0,24
m*ort,0,0,0,1,1
m*os,19,2,2,2,19
m*osk,13,13,13,13,13
m*ost,10,10,10,19,10
m*ot,7,6,6,7,6
m*ox,3,3,3,3,3
m*oz,24,0,0,0,24
m*u,1215,1244,1245,1267,1242
m*u5,6,0,0,0,0
m*u7,26,21,21,21,27
m*uL,1,1,0,1,1
m*uS,0,0,0,1,1
m*uT,1,1,1,1,1
m*ud,0,0,0,1,0
m*uf,5,0,0,0,5
m*uj,0,0,0,1,0
m*uk,3,3,3,3,3
m*un,1,0,0,1,0
m*ur,1,1,1,1,1
m*us,6,0,0,0,6
m*ut,6,0,0,17,8
m*ux,1,1,1,1,1
m*y,441,466,472,351,455
m*y4,0,0,0,1,0
m*y5,11,0,0,10,10
m*y52,3,3,3,3,3
m*y7,7,3,3,3,7
m*yL,5,0,0,0,5
m*yT,13,13,13,14,13
m*yf,1,0,0,0,0
m*yl,8,8,3,8,8
m*ym,4,4,4,4,4
m*yn,1,1,0,1,0
m*yns,0,0,0,0,1
m*ys,2,0,0,119,0
m*ysL,32,32,32,32,32
m*yt,2,0,0,2,0
m*yx,3,3,3,3,3
m2*a,1,0,1,1,0
m2*of,9,0,9,9,0
m2*y,2,1,2,2,1
m2@,0,0,8,8,0
m2@f,0,0,11,11,0
m2@m,0,0,2,2,0
m2u,0,0,1,1,0
m2y,0,0,8,8,0
m3i,0,0,2,0,0
m4*a,6,9,24,10,9
m4*af,4,0,0,0,0
m4*al,11,6,3,11,6
m4*at,6,0,0,6,0
m4*i,0,2,3,0,2
m4*it,5,1,2,5,1
m4*oj,1,0,1,1,0
m4*u,2,0,3,3,0
m4*u5,1,0,0,0,0
m4i,0,0,34,34,0
m4if,0,0,1,1,0
m4ik,0,0,5,5,0
m4u,1,0,2,2,0
m6,3835,3229,3580,3621,3056
m63,0,0,0,1,0
m67,0,0,0,0,37
m6L,0,22,0,19,22
m6j,2,2,2,2,2
m6k,0,0,0,2,0
m6l,0,114,0,112,112
m6l4,0,0,0,2,2
m6n,0,107,0,49,61
m6ns,0,0,0,0,46
m6r,0,94,0,86,69
m6r7,0,14,0,14,0
m6rs,0,0,0,0,39
m6s,2,0,0,61,287
m6st,0,0,0,1,0
m6t,0,0,0,3,0
m6v,0,0,0,1,1
m6x,2,2,2,22,2
m6z,0,0,0,10,19
m7*a,0,0,2,2,0
m7*an,2,2,0,0,2
m7*e,3,0,3,3,0
m7*y,3,0,3,3,0
m7*yt,1,0,1,1,0
m7@,0,0,3,3,0
m@,2615,2467,2537,2449,2207
m@3,31,31,31,84,31
m@4,0,0,0,26,18
m@7,1,0,0,7,0
m@L,0,2,0,2,2
m@N,0,20,0,20,20
m@S,0,0,0,0,189
m@ST,107,107,107,107,107
m@T,65,65,65,65,65
m@f,81,47,47,81,64
m@fs,0,0,0,0,7
m@j,266,228,228,277,262
m@k,15,15,15,15,15
m@ks,2,2,2,2,2
m@l,64,85,64,81,89
m@m,237,186,186,237,200
m@n,12,12,7,17,18
m@ns,0,0,0,0,4
m@r,1,21,1,29,32
m@r7,0,2,0,2,1
m@rk,1,0,0,0,0
m@s,15,2,2,5,107
m@t,11,8,8,40,8
m@v,0,0,0,4,4
m@x,57,31,31,58,49
m@z,0,0,0,0,6
mB*i,15,0,15,15,0
mB*if,1,0,1,1,0
mB*o,0,0,2,2,0
mB*o7,2,0,0,0,0
mBi,26,0,27,26,0
mBir,0,0,0,1,0
mD*e,1,0,1,1,0
mDi,1,0,1,1,0
mF*i,2,0,2,0,0
mFi,1,0,1,0,0
mK*e,2,0,2,0,0
mK*i,2,0,3,0,0
mKi,5,0,64,0,0
mKij,0,0,4,0,0
mKim,0,0,1,0,0
mKix,0,0,1,0,0
mL*a,53,55,56,59,61
mL*aT,2,2,2,3,3
mL*ak,2,2,2,2,2
mL*al,2,2,1,2,2
mL*at,2,0,0,2,0
mL*e,99,102,102,116,119
mL*e4,2,0,0,2,0
mL*el,2,2,2,2,2
mL*en,4,3,3,4,3
mL*et,1,1,1,1,1
mL*i,43,44,46,43,44
mL*il,2,2,0,2,2
mL*it,1,0,0,1,0
mL*o,0,27,27,10,18
mL*of,10,0,0,0,0
mL*ofs,0,0,0,0,10
mL*oj,17,17,17,17,17
mL*om,2,2,2,2,2
mL*on,18,1,1,19,1
mL*u,2,2,2,2,2
mL*uS,1,1,1,1,1
mLi,85,72,72,86,86
mLil,1,1,1,1,1
mLim,2,2,2,2,2
mLin,2,2,2,2,2
mLit,4,4,4,4,4
mLix,2,2,2,2,2
mLu,30,30,30,30,30
mLuS,1,1,1,1,1
mLut,2,2,2,2,2
mMi,0,26,26,0,26
mN*a,8,8,8,8,8
mN*e,275,299,299,278,299
mN*eT,2,2,2,2,2
mN*ef,4,1,1,1,1
mN*ej,9,9,9,9,9
mN*el,2,2,2,2,2
mN*en,21,0,0,21,0
mN*i,17,24,25,20,22
mN*iS,1,0,0,0,1
mN*iT,1,1,1,1,1
mN*if,1,0,0,0,0
mN*il,1,1,0,1,1
mN*is,1,0,0,0,1
mN*it,4,0,0,4,0
mN*o,0,2,2,0,2
mN*om,1,1,1,1,1
mN*on,2,0,0,2,0
mN*ot,1,1,1,1,1
mN*u,1,1,1,1,1
mNi,27,176,184,168,176
mNi7,0,13,13,13,13
mNiN,0,2,0,2,2
mNiS,0,1,1,1,1
mNiT,0,52,52,52,52
mNif,0,7,7,7,7
mNij,0,7,7,7,7
mNik,0,12,12,12,12
mNil,0,42,36,42,42
mNim,0,24,24,24,24
mNit,0,29,29,37,29
mNix,0,2,2,2,2
mNu,0,32,32,32,32
mP*e,12,0,21,13,0
mP*eN,1,0,0,1,0
mP*er,7,0,0,7,0
mP*ez,1,0,0,0,0
mP*i,5,0,26,5,0
mP*ij,21,0,0,21,0
mP*ir,2,0,2,2,0
mPi,172,0,175,170,0
mPil,0,0,1,1,0
mPin,0,0,0,5,0
mPir,0,0,1,1,0
mPj*u,39,0,39,0,0
mR*e,1,1,1,0,1
mR*i,3,3,3,1,3
mR*o,3,3,3,0,3
mR*o7,4,4,4,0,4
mR*om,1,1,1,0,1
mR*ot,7,7,7,0,7
mSi,175,0,209,209,0
mSj*o,1,1,1,1,1
mT*i,0,0,1,0,0
mTi,0,0,3,0,0
mTik,0,0,2,0,0
mVi,1,0,1,0,0
mX*i,1,1,1,1,1
mZ*i,3,0,3,3,0
mZ*it,1,0,1,1,0
mb*a,0,0,2,0,0
mb*aj,1,0,0,1,0
mb*ajt,1,1,1,1,1
mb*ar,1,0,0,1,0
mb*art,1,0,1,1,0
mb*at,1,0,1,1,0
mb*u,3,0,4,3,0
mb*ur,2,0,1,2,0
mb2i,0,0,1,0,0
mb6,2,0,4,4,0
mb@,8,0,12,9,0
mb@4,0,0,0,3,0
mb@m,0,0,1,1,0
mb@x,0,0,2,2,0
mbL*e,7,0,7,0,0
mbLi,0,0,5,0,0
mbLu,0,0,1,0,0
mbRi,4,0,4,0,0
mbr*a,2,0,2,0,0
mbr*an,1,0,1,0,0
mbr*o,1,0,1,0,0
mbr6,2,0,3,0,0
mbu,1,0,11,11,0
mbur,0,0,2,2,0
mby,0,0,5,5,0
md6,6,0,6,6,0
me,3,3,3,3,3
mf*a,1,0,1,0,0
mf*o,2,0,19,0,0
mf*or,17,0,0,0,0
mf*ort,3,0,3,0,0
mf6,4,0,5,0,0
mf@f,0,0,1,0,0
mfL*et,1,0,1,0,0
mg*u,4,4,4,4,4
mgL*i,0,2,2,2,0
mgL*is,2,0,0,0,2
mgl*a,2,2,2,2,2
mgn6,46,46,46,46,46
mk*a,5,0,5,0,0
mk*at,2,2,2,2,2
mk*om,6,0,6,0,0
mk6,1,0,42,0,0
mk@,0,0,21,0,0
mk@ST,0,0,4,0,0
mk@f,0,0,6,0,0
mk@j,1,0,6,0,0
mk@m,0,0,6,0,0
mk@x,0,0,46,0,0
mkP*i,2,2,2,2,2
mkn*u,1,0,3,0,0
mkn*uT,1,0,1,0,0
mkn*uf,2,0,1,0,0
